Year,block,BBS_route,Mayponds,logMayponds,ccsma1fi,ccsmb1,gfdla1fi,gfdlb1,hadcm3a1fi,hadcm3b1,pcma1fi,pcmb1,,logccsma1fi,logccsmb1,loggfdla1fi,loggfdlb1,loghadcm3a1fi,loghadcm3b1,logpcma1fi,logpcmb1,stopAMCO,birdAMCO,logstpAMCO,logbrdAMCO,stopSORA,birdSORA,logstpSORA,logbrdSORA,stopAMBI,birdAMBI,logstpAMBI,logbrdAMBI,stopBLTE,birdBLTE,logstpBLTE,logbrdBLTE,stopPBGR,birdPBGR,logstpPBGR,logbrdPBGR,stopNOPI,birdNOPI,logstpNOPI,logbrdNOPI
1973,5,xx,3468,3.540079089,2187,1300,1220,1231,534,527,1302,1261,1195.25,3.339848783,3.113943352,3.086359831,3.090258053,2.727541257,2.721810615,3.114610984,3.100715087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,5,xx,4183,3.621487865,2278,1958,1760,1775,1837,1812,1869,1837,1890.75,3.35755372,3.291812687,3.245512668,3.249198357,3.264109156,3.258158193,3.271609301,3.264109156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,5,xx,4423,3.645716939,1855,1241,1265,1234,1519,1457,1739,1700,1501.25,3.268343914,3.093771781,3.102090526,3.09131516,3.181557774,3.163459552,3.240299582,3.230448921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,5,xx,4182,3.621384028,2324,1948,1324,1313,2105,2044,970,748,1597,3.366236124,3.289588953,3.121887985,3.118264726,3.3232521,3.310480891,2.986771734,2.873901598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,5,xx,3383,3.529301998,569,856,1613,1603,1069,1008,672,555,993.125,2.755112266,2.932473765,3.207634367,3.204933522,3.028977705,3.003460532,2.827369273,2.744292983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,5,xx,4182,3.621384028,1696,1452,1645,1642,2177,2055,1853,1972,1811.5,3.229425848,3.161966616,3.216165902,3.215373153,3.337858429,3.312811826,3.267875419,3.294906911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,5,xx,4749,3.67660217,728,1835,1217,1220,1630,1525,1857,1934,1493.25,2.862131379,3.263636069,3.085290578,3.086359831,3.212187604,3.183269844,3.268811904,3.28645647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,5,xx,3404,3.531989551,1627,2061,1841,1871,1322,1252,2241,2577,1849,3.211387553,3.314077992,3.265053789,3.272073788,3.121231455,3.097604329,3.350441857,3.411114419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,5,xx,2827,3.451325808,957,978,1754,1783,1760,1612,1248,1507,1449.875,2.980911938,2.990338855,3.244029589,3.251151343,3.245512668,3.207365037,3.096214585,3.178113252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,5,xx,3624,3.559188189,1716,1207,1551,1594,1762,1728,1921,1963,1680.25,3.234517284,3.08170727,3.190611798,3.202488317,3.246005904,3.237543738,3.283527365,3.2929203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,5,xx,3899,3.590953235,1914,1895,1781,1753,1433,1388,1058,1440,1582.75,3.281941933,3.277609214,3.250663919,3.243781916,3.15624619,3.142389466,3.024485668,3.158362492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,5,xx,4327,3.636186895,2359,1427,700,699,1634,1587,1766,2003,1521.875,3.372727941,3.154423973,2.84509804,2.844477176,3.213252052,3.200576927,3.246990699,3.301680949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,5,xx,4423,3.645716939,1393,1813,787,786,613,580,1746,1297,1126.875,3.143951116,3.258397804,2.895974732,2.895422546,2.787460475,2.763427994,3.242044239,3.112939976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,5,xx,4749,3.67660217,1338,715,1573,1588,1658,1634,787,858,1268.875,3.126456113,2.854306042,3.196728723,3.200850498,3.219584526,3.213252052,2.895974732,2.933487288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,5,xx,4987,3.697839368,664,2131,1387,1412,975,921,1821,2180,1436.375,2.822168079,3.32858345,3.142076461,3.149834697,2.989004616,2.96425963,3.260309946,3.338456494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,5,xx,3188,3.503518313,2035,1619,1231,1235,1558,1470,2047,2672,1733.375,3.308564414,3.209246849,3.090258053,3.091666958,3.192567453,3.167317335,3.311117843,3.426836454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,5,xx,3317,3.520745472,1136,1078,1213,1216,1062,839,702,1634,1110,3.055378331,3.032618761,3.083860801,3.084933575,3.026124517,2.923761961,2.846337112,3.213252052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,5,xx,2873,3.458335626,2181,1393,1246,1168,855,910,1550,1525,1353.5,3.338655666,3.143951116,3.095518042,3.067442843,2.931966115,2.959041392,3.190331698,3.183269844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,5,xx,3342,3.524006446,1098,2016,2278,2279,1815,843,847,2038,1651.75,3.04060234,3.304490528,3.35755372,3.357744325,3.258876629,2.925827575,2.92788341,3.30920418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,5,xx,2483,3.39497672,914,1091,966,968,1636,2024,1196,951,1218.25,2.960946196,3.037824751,2.984977126,2.985875357,3.213783299,3.306210508,3.07773118,2.978180517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,5,xx,2914,3.464489547,1338,1187,2035,2040,631,1456,1650,974,1413.875,3.126456113,3.074450719,3.308564414,3.309630167,2.800029359,3.163161375,3.217483944,2.988558957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,5,xx,4878,3.688241796,1661,2357,1761,1744,1765,728,826,2262,1638,3.220369632,3.372359583,3.245759356,3.241546481,3.24674471,2.862131379,2.916980047,3.354492601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,5,xx,5152,3.711975854,535,856,1682,1670,2441,2153,1471,1421,1528.625,2.728353782,2.932473765,3.225825991,3.222716471,3.387567779,3.33304403,3.167612673,3.152594078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,5,xx,5063,3.704407927,1229,1548,2811,2804,649,1869,2211,1693,1851.75,3.089551883,3.189770956,3.448860846,3.447778009,2.812244697,3.271609301,3.344588743,3.228656958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,5,xx,4772,3.678700435,1581,1878,1273,1264,1627,1891,1708,1220,1555.25,3.19893187,3.273695588,3.104828404,3.101747074,3.211387553,3.276691529,3.232487866,3.086359831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,5,xx,4772,3.678700435,1023,1389,1287,1358,1838,1956,1941,496,1411,3.009875634,3.142702246,3.109578547,3.13289977,3.264345507,3.29136885,3.288025535,2.695481676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,5,xx,5152,3.711975854,1053,1832,1190,1127,767,1930,1051,1717,1333.375,3.022428371,3.262925469,3.075546961,3.051923916,2.884795364,3.285557309,3.021602716,3.234770295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,5,xx,4772,3.678700435,459,1294,2782,2782,1629,1231,667,3017,1732.625,2.661812686,3.111934276,3.444357126,3.444357126,3.211921084,3.090258053,2.824125834,3.47957531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,5,xx,4246,3.62797999,2437,1405,1942,1509,910,1092,1355,960,1451.25,3.386855529,3.147676324,3.288249226,3.17868924,2.959041392,3.038222638,3.131939295,2.982271233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,5,xx,3535,3.548389418,1847,1219,2180,556,803,921,1173,1137,1229.5,3.266466895,3.086003706,3.338456494,2.745074792,2.904715545,2.96425963,3.069298012,3.055760465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,5,xx,3327,3.522052801,954,2048,2788,2094,1578,601,1872,1632,1695.875,2.979548375,3.311329952,3.445292769,3.320976677,3.198106999,2.778874472,3.272305844,3.212720154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,5,xx,2849,3.454692449,1972,1105,1710,1096,946,1678,1691,1978,1522,3.294906911,3.043362278,3.23299611,3.039810554,2.975891136,3.224791956,3.228143608,3.296226287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,5,xx,3003,3.477555332,674,1260,1360,1050,1794,818,1283,404,1080.375,2.828659897,3.100370545,3.133538908,3.021189299,3.253822439,2.912753304,3.108226656,2.606381365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,6,43,4372,3.640680153,575,811,1026,1049,1800,1721,785,935,1087.75,2.759667845,2.909020854,3.011147361,3.020775488,3.255272505,3.23578087,2.894869657,2.970811611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,6,43,4423,3.645716939,1696,800,1596,1600,1853,1833,1155,1052,1448.125,3.229425848,2.903089987,3.203032887,3.204119983,3.267875419,3.263162465,3.062581984,3.02201574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,6,43,3624,3.559188189,1329,780,1119,1115,1796,1720,864,799,1190.25,3.123524981,2.892094603,3.048830087,3.047274867,3.254306332,3.235528447,2.936513742,2.902546779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,6,43,4749,3.67660217,681,361,2192,2172,838,774,639,965,1077.75,2.833147112,2.557507202,3.34084055,3.336859821,2.923244019,2.888740961,2.805500858,2.984527313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,6,43,4632,3.665768551,1975,1078,1091,1103,639,585,1898,1794,1270.375,3.2955671,3.032618761,3.037824751,3.042575512,2.805500858,2.767155866,3.278296208,3.253822439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,6,43,4481,3.651374944,1263,1426,1757,1764,2177,2166,521,742,1477,3.101403351,3.154119526,3.244771761,3.246498581,3.337858429,3.335658452,2.716837723,2.870403905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,6,43,3879,3.58871978,1980,1317,1153,1133,528,517,1299,1258,1148.125,3.29666519,3.119585775,3.061829307,3.05422991,2.722633923,2.713490543,3.113609151,3.099680641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,6,43,4423,3.645716939,2280,1862,1446,1450,1638,1618,1908,1925,1765.875,3.357934847,3.269979677,3.160168293,3.161368002,3.214313897,3.208978517,3.28057837,3.284430734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,6,43,4653,3.667733053,2028,1179,1261,1228,1461,1418,1694,1687,1494.5,3.307067951,3.071513805,3.100715087,3.089198367,3.164650216,3.151676231,3.228913406,3.227115083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,6,43,4327,3.636186895,2072,1614,1114,1107,1988,1988,983,825,1461.375,3.316389751,3.20790353,3.046885191,3.044147621,3.29841638,3.29841638,2.992553518,2.916453949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,6,43,3085,3.489255168,427,787,1567,1547,1089,1054,626,512,951.125,2.630427875,2.895974732,3.195068996,3.189490314,3.03702788,3.022840611,2.796574333,2.709269961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,6,43,3899,3.590953235,1826,1541,1508,1494,1971,1847,1862,1875,1740.5,3.261500773,3.187802639,3.178401342,3.174350597,3.294686624,3.266466895,3.269979677,3.273001272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,6,43,4423,3.645716939,601,1411,1230,1230,1478,1388,1951,1866,1394.375,2.778874472,3.149527014,3.089905111,3.089905111,3.169674434,3.142389466,3.290257269,3.270911639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,6,43,3360,3.526339277,1249,1955,1626,1663,1338,1271,2263,2347,1714,3.096562438,3.291146762,3.211120541,3.220892249,3.126456113,3.104145551,3.354684554,3.37051309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,6,43,3005,3.477844476,866,608,1494,1506,1471,1338,1004,983,1158.75,2.937517892,2.783903579,3.174350597,3.177824972,3.167612673,3.126456113,3.001733713,2.992553518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,6,43,3899,3.590953235,1727,1196,1592,1636,1249,1683,1853,1858,1599.25,3.237292338,3.07773118,3.201943063,3.213783299,3.096562438,3.226084116,3.267875419,3.26904571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,6,43,3899,3.590953235,1808,1641,1789,1762,1464,1360,1119,1395,1542.25,3.257198426,3.215108581,3.252610341,3.246005904,3.165541077,3.133538908,3.048830087,3.144574208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,6,43,4036,3.605951158,2318,1421,568,570,1524,1537,1842,1972,1469,3.365113432,3.152594078,2.754348336,2.755874856,3.182984967,3.186673867,3.265289626,3.294906911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,6,43,4301,3.633569443,1389,1672,707,698,677,619,1724,1296,1097.75,3.142702246,3.223236273,2.849419414,2.843855423,2.830588669,2.791690649,3.236537261,3.112605002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,6,43,4645,3.666985718,973,688,1586,1608,1540,1490,993,651,1191.125,2.98811284,2.837588438,3.200303183,3.206286044,3.187520721,3.173186268,2.996949248,2.813580989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,6,43,5059,3.704064679,694,2178,1318,1340,1047,982,1845,2126,1441.25,2.84135947,3.338057875,3.11991541,3.127104798,3.019946682,2.992111488,3.26599637,3.32756326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,6,43,3213,3.506910726,2232,1654,1175,1180,1348,1301,1907,2445,1655.25,3.34869419,3.218535505,3.070037867,3.071882007,3.129689892,3.114277297,3.280350693,3.388278863,1,1,0,0,3,3,0.477121255,0.477121255,1,1,0,0,0,0,0,0,1,1,0,0,6,15,0.77815125,1.176091259
1989,6,43,3054,3.484869033,1330,961,959,973,914,807,556,1573,1009.125,3.123851641,2.982723388,2.981818607,2.98811284,2.960946196,2.906873535,2.745074792,3.196728723,4,8,0.602059991,0.903089987,2,2,0.301029996,0.301029996,2,2,0.301029996,0.301029996,1,3,0,0.477121255,0,0,0,0,1,4,0,0.602059991
1990,6,43,1990,3.298853076,2327,1358,1171,1130,847,952,1536,1395,1339.5,3.366796383,3.13289977,3.068556895,3.053078443,2.92788341,2.978636948,3.186391216,3.144574208,0,0,0,0,4,4,0.602059991,0.602059991,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,6,43,1886,3.275541688,1061,2007,2310,2312,1743,840,1008,2041,1665.25,3.025715384,3.302547372,3.36361198,3.36398783,3.241297387,2.924279286,3.003460532,3.309843005,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,13,0.77815125,1.113943352
1992,6,43,2201,3.342620043,753,1086,942,946,1426,1991,1062,982,1148.5,2.876794976,3.035829825,2.974050903,2.975891136,3.154119526,3.29907126,3.026124517,2.992111488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.301029996,0.477121255
1993,6,43,2329,3.367169489,1387,1183,1957,1963,630,1093,1382,957,1319,3.142076461,3.072984745,3.291590826,3.2929203,2.799340549,3.038620162,3.140508043,2.980911938,1,2,0,0.301029996,4,5,0.602059991,0.698970004,0,0,0,0,1,1,0,0,0,0,0,0,3,6,0.477121255,0.77815125
1994,6,43,4878,3.688241796,1691,2330,1896,1895,1557,644,569,2189,1596.375,3.228143608,3.367355921,3.277838333,3.277609214,3.192288613,2.808885867,2.755112266,3.340245762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,6,43,5152,3.711975854,475,1079,1516,1500,2412,2043,1380,1104,1438.625,2.67669361,3.033021445,3.180699201,3.176091259,3.382377303,3.310268367,3.139879086,3.042969073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,6,43,4974,3.696705781,1136,1443,2795,2793,568,1746,2279,1574,1791.75,3.055378331,3.159266331,3.446381812,3.446070936,2.754348336,3.242044239,3.357744325,3.197004728,1,10,0,1,3,3,0.477121255,0.477121255,0,0,0,0,1,1,0,0,1,5,0,0.698970004,9,45,0.954242509,1.653212514
1997,6,43,4660,3.668385917,1603,1620,1243,1258,1436,1932,1746,1291,1516.125,3.204933522,3.209515015,3.094471129,3.099680641,3.15715444,3.286007122,3.242044239,3.110926242,7,13,0.84509804,1.113943352,6,6,0.77815125,0.77815125,2,2,0.301029996,0.301029996,2,9,0.301029996,0.954242509,5,8,0.698970004,0.903089987,7,84,0.84509804,1.924279286
1998,6,43,4705,3.672559628,929,1451,1051,1106,1786,1787,1861,543,1314.25,2.968015714,3.161667412,3.021602716,3.043755127,3.251881455,3.252124553,3.269746373,2.73479983,3,22,0.477121255,1.342422681,4,4,0.602059991,0.602059991,1,2,0,0.301029996,0,0,0,0,1,2,0,0.301029996,3,7,0.477121255,0.84509804
1999,6,43,5152,3.711975854,1272,1652,1331,1282,763,1835,1084,1613,1354,3.104487111,3.218010043,3.124178055,3.107888025,2.882524538,3.263636069,3.035029282,3.207634367,1,2,0,0.301029996,2,2,0.301029996,0.301029996,1,1,0,0,0,0,0,0,9,12,0.954242509,1.079181246,3,6,0.477121255,0.77815125
2000,6,43,4465,3.649821463,251,286,2759,2779,1040,1269,913,2962,1532.375,2.399673721,2.456366033,3.4407517,3.443888547,3.017033339,3.103461622,2.960470778,3.471585054,2,4,0.301029996,0.602059991,1,1,0,0,1,1,0,0,0,0,0,0,5,5,0.698970004,0.698970004,2,6,0.301029996,0.77815125
2001,6,43,3914,3.592620821,2371,703,1877,1410,949,1063,1217,866,1307,3.374931554,2.846955325,3.273464273,3.149219113,2.977266212,3.026533265,3.085290578,2.937517892,1,2,0,0.301029996,3,3,0.477121255,0.477121255,0,0,0,0,0,0,0,0,4,5,0.602059991,0.698970004,6,12,0.77815125,1.079181246
2002,6,43,2678,3.427810573,1752,1039,2048,539,680,928,1158,1090,1154.25,3.243534102,3.016615548,3.311329952,2.731588765,2.832508913,2.967547976,3.063708559,3.037426498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2003,6,43,2484,3.395151592,1089,1666,2714,1995,1465,591,1985,1641,1643.25,3.03702788,3.221674997,3.433609843,3.2999429,3.165837625,2.771587481,3.297760511,3.215108581,0,0,0,0,0,0,0,0,1,1,0,0,2,5,0.301029996,0.698970004,0,0,0,0,0,0,0,0
2004,6,43,2203,3.343014497,1913,871,1587,1143,980,1625,1750,1500,1421.125,3.28171497,2.940018155,3.200576927,3.05804623,2.991226076,3.210853365,3.243038049,3.176091259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2005,6,43,1293,3.111598525,416,980,1431,892,1709,748,1226,448,981.25,2.619093331,2.991226076,3.155639634,2.950364854,3.232742063,2.873901598,3.08849047,2.651278014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.301029996,0.477121255
1967,6,5,4372,3.640680153,575,811,1026,1049,1800,1721,785,935,1087.75,2.759667845,2.909020854,3.011147361,3.020775488,3.255272505,3.23578087,2.894869657,2.970811611,3,8,0.477121255,0.903089987,1,1,0,0,4,4,0.602059991,0.602059991,3,16,0.477121255,1.204119983,1,1,0,0,4,8,0.602059991,0.903089987
1968,6,5,4423,3.645716939,1696,800,1596,1600,1853,1833,1155,1052,1448.125,3.229425848,2.903089987,3.203032887,3.204119983,3.267875419,3.263162465,3.062581984,3.02201574,5,35,0.698970004,1.544068044,2,3,0.301029996,0.477121255,0,0,0,0,3,7,0.477121255,0.84509804,2,2,0.301029996,0.301029996,6,18,0.77815125,1.255272505
1969,6,5,3624,3.559188189,1329,780,1119,1115,1796,1720,864,799,1190.25,3.123524981,2.892094603,3.048830087,3.047274867,3.254306332,3.235528447,2.936513742,2.902546779,6,10,0.77815125,1,3,3,0.477121255,0.477121255,5,5,0.698970004,0.698970004,2,2,0.301029996,0.301029996,1,1,0,0,3,10,0.477121255,1
1970,6,5,4749,3.67660217,681,361,2192,2172,838,774,639,965,1077.75,2.833147112,2.557507202,3.34084055,3.336859821,2.923244019,2.888740961,2.805500858,2.984527313,1,1,0,0,2,2,0.301029996,0.301029996,1,1,0,0,0,0,0,0,0,0,0,0,6,13,0.77815125,1.113943352
1971,6,5,4632,3.665768551,1975,1078,1091,1103,639,585,1898,1794,1270.375,3.2955671,3.032618761,3.037824751,3.042575512,2.805500858,2.767155866,3.278296208,3.253822439,8,17,0.903089987,1.230448921,5,6,0.698970004,0.77815125,6,7,0.77815125,0.84509804,1,1,0,0,3,3,0.477121255,0.477121255,3,14,0.477121255,1.146128036
1972,6,5,4481,3.651374944,1263,1426,1757,1764,2177,2166,521,742,1477,3.101403351,3.154119526,3.244771761,3.246498581,3.337858429,3.335658452,2.716837723,2.870403905,3,4,0.477121255,0.602059991,4,4,0.602059991,0.602059991,1,1,0,0,4,8,0.602059991,0.903089987,3,3,0.477121255,0.477121255,4,8,0.602059991,0.903089987
1973,6,5,3879,3.58871978,1980,1317,1153,1133,528,517,1299,1258,1148.125,3.29666519,3.119585775,3.061829307,3.05422991,2.722633923,2.713490543,3.113609151,3.099680641,2,9,0.301029996,0.954242509,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1974,6,5,4423,3.645716939,2280,1862,1446,1450,1638,1618,1908,1925,1765.875,3.357934847,3.269979677,3.160168293,3.161368002,3.214313897,3.208978517,3.28057837,3.284430734,1,1,0,0,2,2,0.301029996,0.301029996,0,0,0,0,2,3,0.301029996,0.477121255,0,0,0,0,2,2,0.301029996,0.301029996
1975,6,5,4653,3.667733053,2028,1179,1261,1228,1461,1418,1694,1687,1494.5,3.307067951,3.071513805,3.100715087,3.089198367,3.164650216,3.151676231,3.228913406,3.227115083,1,1,0,0,3,3,0.477121255,0.477121255,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
1976,6,5,4327,3.636186895,2072,1614,1114,1107,1988,1988,983,825,1461.375,3.316389751,3.20790353,3.046885191,3.044147621,3.29841638,3.29841638,2.992553518,2.916453949,9,16,0.954242509,1.204119983,0,0,0,0,0,0,0,0,2,7,0.301029996,0.84509804,0,0,0,0,2,3,0.301029996,0.477121255
1977,6,5,3085,3.489255168,427,787,1567,1547,1089,1054,626,512,951.125,2.630427875,2.895974732,3.195068996,3.189490314,3.03702788,3.022840611,2.796574333,2.709269961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,6,5,3899,3.590953235,1826,1541,1508,1494,1971,1847,1862,1875,1740.5,3.261500773,3.187802639,3.178401342,3.174350597,3.294686624,3.266466895,3.269979677,3.273001272,7,16,0.84509804,1.204119983,6,6,0.77815125,0.77815125,5,5,0.698970004,0.698970004,0,0,0,0,0,0,0,0,2,13,0.301029996,1.113943352
