Year,block,BBS_route,Mayponds,logMayponds,ccsma1fi,ccsmb1,gfdla1fi,gfdlb1,hadcm3a1fi,hadcm3b1,pcma1fi,pcmb1,,logccsma1fi,logccsmb1,loggfdla1fi,loggfdlb1,loghadcm3a1fi,loghadcm3b1,logpcma1fi,logpcmb1,stopAMCO,birdAMCO,logstpAMCO,logbrdAMCO,stopSORA,birdSORA,logstpSORA,logbrdSORA,stopAMBI,birdAMBI,logstpAMBI,logbrdAMBI,stopBLTE,birdBLTE,logstpBLTE,logbrdBLTE,stopPBGR,birdPBGR,logstpPBGR,logbrdPBGR,stopNOPI,birdNOPI,logstpNOPI,logbrdNOPI
1993,11,64023,1864,3.270445908,1227,1331,2076,2077,553,1028,2030,899,1402.625,3.088844563,3.124178055,3.317227349,3.317436497,2.742725131,3.011993115,3.307496038,2.953759692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,11,64023,2484,3.395151592,1954,2423,2328,2333,1615,908,911,2207,1834.875,3.290924559,3.384353414,3.366982976,3.367914739,3.208172527,2.958085849,2.959518377,3.343802333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,11,64023,5063,3.704407927,450,1266,1622,1620,2406,2194,1784,1755,1637.125,2.653212514,3.102433706,3.21005085,3.209515015,3.381295623,3.341236623,3.25139485,3.244277121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,11,64023,4974,3.696705781,2172,1484,2670,2667,672,1842,2902,1618,2003.375,3.336859821,3.171433901,3.426511261,3.426023016,2.827369273,3.265289626,3.462697408,3.208978517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,11,64023,4772,3.678700435,1681,1807,1563,1564,1458,2151,1923,1959,1763.25,3.225567713,3.256958153,3.193958978,3.194236749,3.163757524,3.33264041,3.283979284,3.292034436,16,107,1.204119983,2.029383778,1,1,0,0,0,0,0,0,13,45,1.113943352,1.653212514,8,10,0.903089987,1,5,11,0.698970004,1.041392685
1998,11,64023,4772,3.678700435,1033,1914,598,648,1671,1839,2123,1273,1387.375,3.014100322,3.281941933,2.776701184,2.811575006,3.22297645,3.264581729,3.326949994,3.104828404,2,10,0.301029996,1,1,1,0,0,0,0,0,0,8,17,0.903089987,1.230448921,2,2,0.301029996,0.301029996,0,0,0,0
1999,11,64023,5152,3.711975854,427,1598,1708,1704,678,1884,1033,2114,1393.25,2.630427875,3.203576775,3.232487866,3.23146959,2.831229694,3.275080898,3.014100322,3.325104983,3,9,0.477121255,0.954242509,2,2,0.301029996,0.301029996,3,3,0.477121255,0.477121255,5,12,0.698970004,1.079181246,2,4,0.301029996,0.602059991,0,0,0,0
2000,11,64023,4974,3.696705781,364,923,2354,2351,1155,1359,400,2851,1469.625,2.561101384,2.965201701,3.371806459,3.371252629,3.062581984,3.133219457,2.602059991,3.454997217,6,16,0.77815125,1.204119983,2,2,0.301029996,0.301029996,1,1,0,0,17,57,1.230448921,1.755874856,3,3,0.477121255,0.477121255,1,1,0,0
2001,11,64023,4567,3.659631012,2715,1473,2286,1064,1168,775,1015,766,1407.75,3.433769834,3.168202747,3.359076226,3.026941628,3.067442843,2.889301703,3.006466042,2.88422877,1,1,0,0,0,0,0,0,2,2,0.301029996,0.301029996,5,16,0.698970004,1.204119983,1,1,0,0,7,15,0.84509804,1.176091259
2002,11,64023,4246,3.62797999,1772,933,2107,763,924,995,1894,1189,1322.125,3.248463718,2.969881644,3.323664536,2.882524538,2.965671971,2.997823081,3.277379975,3.075181855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,11,0.477121255,1.041392685
2003,11,64023,4340,3.63748973,1371,1603,2620,2206,1378,755,2215,2258,1800.75,3.137037455,3.204933522,3.418301291,3.343605508,3.139249218,2.877946952,3.345373731,3.353723938,0,0,0,0,1,2,0,0.301029996,1,1,0,0,2,2,0.301029996,0.301029996,0,0,0,0,2,4,0.301029996,0.602059991
2004,11,64023,5075,3.705436047,2071,652,1724,2141,1158,1660,2064,1680,1643.75,3.316180099,2.814247596,3.236537261,3.330616667,3.063708559,3.220108088,3.314709693,3.225309282,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.301029996,0.698970004,1,1,0,0,5,6,0.698970004,0.77815125
2005,11,64023,4749,3.67660217,1495,776,1465,1395,1366,590,1729,416,1154,3.174641193,2.889861721,3.165837625,3.144574208,3.135450699,2.770852012,3.237794993,2.619093331,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0.301029996,0.301029996,1,1,0,0,3,10,0.477121255,1
1967,12,39,2309,3.363423933,1095,1437,1509,1506,1727,1699,641,551,1270.625,3.039414119,3.157456768,3.17868924,3.177824972,3.237292338,3.230193379,2.80685803,2.741151599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,12,39,3624,3.559188189,1251,687,1409,1407,2004,2012,1555,1103,1428.5,3.09725731,2.836956737,3.148910993,3.148294097,3.301897717,3.303627976,3.191730393,3.042575512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,12,39,3167,3.500648063,1112,595,766,754,1742,1644,1379,1032,1128,3.046104787,2.774516966,2.88422877,2.877371346,3.241048151,3.215901813,3.139564266,3.013679697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,12,39,4822,3.683227206,1150,272,2350,2762,576,533,570,503,1089.5,3.06069784,2.434568904,3.371067862,3.441223674,2.760422483,2.726727209,2.755874856,2.701567985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,12,39,4423,3.645716939,1785,1677,1095,1148,451,391,1204,1357,1138.5,3.25163822,3.224533063,3.039414119,3.059941888,2.654176542,2.592176757,3.080626487,3.132579848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,12,39,4749,3.67660217,1196,2468,1741,1744,2026,2020,1048,1165,1676,3.07773118,3.392345155,3.240798771,3.241546481,3.306639441,3.305351369,3.020361283,3.066325925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,12,39,4033,3.605628222,1470,1460,991,993,751,719,1828,1817,1253.625,3.167317335,3.164352856,2.996073654,2.996949248,2.875639937,2.85672889,3.261976191,3.259354927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,12,39,4415,3.644930708,1506,681,1988,1969,954,726,2247,2258,1541.125,3.177824972,2.833147112,3.29841638,3.294245716,2.979548375,2.860936621,3.351603072,3.353723938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,12,39,5151,3.71189155,814,1457,1564,1541,1237,1225,1351,1026,1276.875,2.910624405,3.163459552,3.194236749,3.187802639,3.0923697,3.088136089,3.130655349,3.011147361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,12,39,4660,3.668385917,1467,1139,441,433,1799,1732,751,785,1068.375,3.166430114,3.056523724,2.644438589,2.636487896,3.255031163,3.238547888,2.875639937,2.894869657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,12,39,4320,3.635483747,1961,1622,2068,2072,991,990,257,217,1272.25,3.292477594,3.21005085,3.315550534,3.316389751,2.996073654,2.995635195,2.409933123,2.336459734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,12,39,4782,3.679609572,1515,1125,835,845,1793,1706,1510,1506,1354.375,3.180412633,3.051152522,2.921686475,2.926856709,3.25358029,3.231979027,3.178976947,3.177824972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,12,39,4606,3.663323934,525,1813,1395,1395,1369,1276,1949,2027,1468.625,2.720159303,3.258397804,3.144574208,3.144574208,3.136403448,3.105850674,3.289811839,3.306853749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,12,39,4003,3.60238559,1269,1000,992,1016,1276,1301,1921,2031,1350.75,3.103461622,3,2.996511672,3.006893708,3.105850674,3.114277297,3.283527365,3.307709923,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0.301029996,0.477121255,0,0,0,0,1,1,0,0
1981,12,39,3617,3.558348509,222,1369,652,656,1575,1509,925,927,979.375,2.346352974,3.136403448,2.814247596,2.816903839,3.197280558,3.17868924,2.966141733,2.967079734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,12,39,4129,3.615844883,2932,1329,1614,1608,1848,1744,2155,2218,1931,3.467163966,3.123524981,3.20790353,3.206286044,3.266701967,3.241546481,3.333447274,3.345961542,3,3,0.477121255,0.477121255,3,3,0.477121255,0.477121255,1,1,0,0,5,13,0.698970004,1.113943352,0,0,0,0,6,14,0.77815125,1.146128036
1983,12,39,4077,3.610340711,1569,2072,1994,1985,1047,1009,1390,751,1477.125,3.195622944,3.316389751,3.299725154,3.297760511,3.019946682,3.003891166,3.1430148,2.875639937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,12,39,2656,3.424228071,2089,1444,444,458,1728,1715,1998,2259,1516.875,3.31993844,3.159567193,2.64738297,2.660865478,3.237543738,3.234264124,3.300595484,3.353916231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,12,39,3342,3.524006446,1892,1245,244,241,1531,1487,1449,1264,1169.125,3.276921132,3.095169351,2.387389826,2.382017043,3.184975191,3.172310969,3.161068385,3.101747074,10,15,1,1.176091259,7,7,0.84509804,0.84509804,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1986,12,39,3899,3.590953235,1170,287,1805,1807,1826,1824,189,1542,1306.25,3.068185862,2.457881897,3.256477206,3.256958153,3.261500773,3.261024834,2.276461804,3.188084374,3,4,0.477121255,0.602059991,5,6,0.698970004,0.77815125,2,2,0.301029996,0.301029996,2,4,0.301029996,0.602059991,0,0,0,0,3,3,0.477121255,0.477121255
1987,12,39,1799,3.255031163,1355,2080,2507,2507,2123,2094,1603,2141,2051.25,3.131939295,3.318063335,3.399154334,3.399154334,3.326949994,3.320976677,3.204933522,3.330616667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,12,39,657,2.81756537,1797,907,1971,1984,1342,1324,2101,1617,1630.375,3.254548077,2.957607287,3.294686624,3.297541668,3.127752516,3.121887985,3.322426052,3.20871002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,12,39,2203,3.343014497,1296,799,842,833,689,661,734,1759,951.625,3.112605002,2.902546779,2.925312091,2.920645001,2.838219222,2.820201459,2.86569606,3.245265839,1,2,0,0.301029996,1,1,0,0,0,0,0,0,3,9,0.477121255,0.954242509,0,0,0,0,0,0,0,0
1990,12,39,3379,3.528788192,2345,1320,1669,1643,938,1092,1683,1944,1579.25,3.370142847,3.120573931,3.222456337,3.215637563,2.972202838,3.038222638,3.226084116,3.288696261,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1991,12,39,2483,3.39497672,1448,1948,2659,2664,1616,996,1262,2106,1837.375,3.160768562,3.289588953,3.424718337,3.42553422,3.208441356,2.998259338,3.101059355,3.323458367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,12,39,2202,3.342817315,1259,993,891,883,1457,1836,1701,1463,1310.375,3.10002573,2.996949248,2.949877704,2.945960704,3.163459552,3.263872677,3.230704314,3.165244326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,12,39,1346,3.12904506,966,1350,1934,1937,488,682,1689,709,1219.375,2.984977126,3.130333768,3.28645647,3.287129621,2.688419822,2.833784375,3.22762965,2.850646235,6,17,0.77815125,1.230448921,8,15,0.903089987,1.176091259,2,2,0.301029996,0.301029996,0,0,0,0,0,0,0,0,0,0,0,0
1994,12,39,2203,3.343014497,1920,2231,2239,2240,1177,590,580,2351,1666,3.283301229,3.34849957,3.350054094,3.350248018,3.070776463,2.770852012,2.763427994,3.371252629,9,9,0.954242509,0.954242509,10,13,1,1.113943352,4,4,0.602059991,0.602059991,1,3,0,0.477121255,1,1,0,0,4,8,0.602059991,0.903089987
1995,12,39,4183,3.621487865,1359,1322,1523,1521,2346,2069,1394,1592,1640.75,3.133219457,3.121231455,3.182699903,3.182129214,3.370328008,3.315760491,3.144262774,3.201943063,8,46,0.903089987,1.662757832,16,28,1.204119983,1.447158031,4,4,0.602059991,0.602059991,2,3,0.301029996,0.477121255,5,5,0.698970004,0.698970004,4,6,0.602059991,0.77815125
1996,12,39,4960,3.695481676,1798,1595,2361,2359,553,1673,2700,1201,1780,3.254789687,3.202760687,3.373095987,3.372727941,2.742725131,3.223495941,3.431363764,3.079543007,6,9,0.77815125,0.954242509,7,11,0.84509804,1.041392685,1,1,0,0,1,1,0,0,4,4,0.602059991,0.602059991,3,4,0.477121255,0.602059991
1997,12,39,4772,3.678700435,1419,1604,1423,1421,1173,2013,1649,1845,1568.375,3.151982395,3.205204364,3.1532049,3.152594078,3.069298012,3.303843775,3.217220656,3.26599637,10,35,1,1.544068044,12,20,1.079181246,1.301029996,6,6,0.77815125,0.77815125,2,7,0.301029996,0.84509804,9,9,0.954242509,0.954242509,5,5,0.698970004,0.698970004
1998,12,39,4772,3.678700435,795,1865,418,419,1350,1646,1938,1172,1200.375,2.900367129,3.270678836,2.621176282,2.622214023,3.130333768,3.216429831,3.287353773,3.068927612,6,25,0.77815125,1.397940009,5,9,0.698970004,0.954242509,1,1,0,0,0,0,0,0,7,7,0.84509804,0.84509804,0,0,0,0
1999,12,39,5152,3.711975854,764,1644,1775,1788,532,1720,810,1807,1355,2.883093359,3.215901813,3.249198357,3.252367514,2.725911632,3.235528447,2.908485019,3.256958153,6,6,0.77815125,0.77815125,9,12,0.954242509,1.079181246,1,1,0,0,1,1,0,0,3,3,0.477121255,0.477121255,4,7,0.602059991,0.84509804
2000,12,39,5063,3.704407927,468,1579,1927,1941,744,1259,311,2357,1323.25,2.670245853,3.19838213,3.284881715,3.288025535,2.871572936,3.10002573,2.492760389,3.372359583,3,4,0.477121255,0.602059991,5,7,0.698970004,0.84509804,2,2,0.301029996,0.301029996,1,5,0,0.698970004,8,8,0.903089987,0.903089987,5,8,0.698970004,0.903089987
2001,12,39,4465,3.649821463,2174,1457,2199,945,869,690,599,454,1173.375,3.33725954,3.163459552,3.342225229,2.975431809,2.939019776,2.838849091,2.777426822,2.657055853,5,11,0.698970004,1.041392685,6,10,0.77815125,1,5,5,0.698970004,0.698970004,3,3,0.477121255,0.477121255,8,11,0.903089987,1.041392685,2,11,0.301029996,1.041392685
2002,12,39,4246,3.62797999,1828,695,1805,715,597,1094,1821,954,1188.625,3.261976191,2.841984805,3.256477206,2.854306042,2.775974331,3.039017322,3.260309946,2.979548375,7,37,0.84509804,1.568201724,8,15,0.903089987,1.176091259,6,6,0.77815125,0.77815125,6,7,0.77815125,0.84509804,9,11,0.954242509,1.041392685,11,28,1.041392685,1.447158031
2003,12,39,4292,3.632659713,1286,1585,2320,1950,887,831,2036,2463,1669.75,3.109240969,3.200029267,3.365487985,3.290034611,2.94792362,2.919601024,3.308777774,3.391464412,2,4,0.301029996,0.602059991,5,6,0.698970004,0.77815125,4,4,0.602059991,0.602059991,6,31,0.77815125,1.491361694,3,3,0.477121255,0.477121255,6,6,0.77815125,0.77815125
2004,12,39,4904,3.690550462,2202,1017,2037,1926,1165,1194,1670,1195,1550.75,3.342817315,3.007320953,3.308991029,3.284656283,3.066325925,3.077004327,3.222716471,3.077367905,6,14,0.77815125,1.146128036,10,12,1,1.079181246,3,3,0.477121255,0.477121255,2,2,0.301029996,0.301029996,5,6,0.698970004,0.77815125,3,4,0.477121255,0.602059991
2005,12,39,4749,3.67660217,1031,918,1477,1183,1314,548,1670,585,1090.75,3.013258665,2.962842681,3.169380495,3.072984745,3.118595365,2.738780558,3.222716471,2.767155866,1,1,0,0,10,11,1,1.041392685,7,7,0.84509804,0.84509804,1,1,0,0,1,1,0,0,4,16,0.602059991,1.204119983
1967,13,38,3235,3.509874285,526,975,1213,1211,1468,1399,388,397,947.125,2.720985744,2.989004616,3.083860801,3.083144143,3.166726056,3.145817714,2.588831726,2.598790507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,13,38,3342,3.524006446,670,793,1129,1125,1757,1781,906,802,1120.375,2.826074803,2.899273187,3.052693942,3.051152522,3.244771761,3.250663919,2.957128198,2.904174368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,13,38,3009,3.478422188,1037,447,625,616,1490,1415,1202,1165,999.625,3.015778756,2.650307523,2.795880017,2.789580712,3.173186268,3.15075644,3.079904468,3.066325925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,13,38,4423,3.645716939,541,156,2196,2193,475,438,582,602,897.875,2.733197265,2.193124598,3.341632336,3.341038632,2.67669361,2.641474111,2.764922985,2.779596491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,13,38,3623,3.559068334,1406,1097,429,432,419,376,740,891,723.75,3.147985321,3.040206628,2.632457292,2.635483747,2.622214023,2.575187845,2.86923172,2.949877704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,13,38,4201,3.623352682,1093,1724,1603,1603,1836,1807,555,427,1331,3.038620162,3.236537261,3.204933522,3.204933522,3.263872677,3.256958153,2.744292983,2.630427875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,13,38,3161,3.499824496,1063,1036,610,611,679,656,1393,1384,929,3.026533265,3.015359755,2.785329835,2.78604121,2.831869774,2.816903839,3.143951116,3.14113609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,13,38,3899,3.590953235,724,440,1733,1714,604,578,2031,2066,1236.25,2.859738566,2.643452676,3.238798563,3.234010818,2.781036939,2.761927838,3.307709923,3.315130317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,13,38,4706,3.672651923,465,751,939,939,1037,1041,592,728,811.5,2.667452953,2.875639937,2.972665592,2.972665592,3.015778756,3.01745073,2.772321707,2.862131379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,13,38,4772,3.678700435,1437,723,207,206,1432,1400,594,576,821.875,3.157456768,2.859138297,2.315970345,2.31386722,3.155943018,3.146128036,2.773786445,2.760422483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,13,38,3996,3.60162548,1829,1237,1065,1068,870,869,142,141,902.625,3.262213705,3.0923697,3.027349608,3.028571253,2.939519253,2.939019776,2.152288344,2.149219113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,13,38,4245,3.627877695,1368,605,393,396,1515,1351,1209,1257,1011.75,3.136086097,2.781755375,2.59439255,2.597695186,3.180412633,3.130655349,3.082426301,3.099335278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,13,38,4246,3.62797999,351,1229,1257,1252,945,903,1810,1821,1196,2.545307116,3.089551883,3.099335278,3.097604329,2.975431809,2.95568775,3.257678575,3.260309946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,13,38,3332,3.522704993,603,1057,592,605,979,998,1713,1689,1029.5,2.780317312,3.024074987,2.772321707,2.781755375,2.990782692,2.999130541,3.233757363,3.22762965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,13,38,3060,3.485721426,150,898,520,520,1098,1139,706,692,715.375,2.176091259,2.953276337,2.716003344,2.716003344,3.04060234,3.056523724,2.848804701,2.840106094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,13,38,3899,3.590953235,2270,353,1316,1296,1516,1413,2059,2058,1535.125,3.356025857,2.547774705,3.119255889,3.112605002,3.180699201,3.150142162,3.313656347,3.31344537,17,36,1.230448921,1.556302501,4,4,0.602059991,0.602059991,1,1,0,0,17,71,1.230448921,1.851258349,8,8,0.903089987,0.903089987,17,38,1.230448921,1.579783597
1983,13,38,3624,3.559188189,1238,2023,1570,1559,983,964,1030,664,1253.875,3.092720645,3.305995883,3.195899652,3.192846115,2.992553518,2.984077034,3.012837225,2.822168079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,13,38,1902,3.279210513,1374,1187,202,202,1430,1419,1899,2038,1218.875,3.137986733,3.074450719,2.305351369,2.305351369,3.155336037,3.151982395,3.278524965,3.30920418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,13,38,2202,3.342817315,1677,206,353,349,1165,1146,1005,1090,873.875,3.224533063,2.31386722,2.547774705,2.542825427,3.066325925,3.059184618,3.002166062,3.037426498,2,8,0.301029996,0.903089987,1,2,0,0.301029996,0,0,0,0,2,7,0.301029996,0.84509804,0,0,0,0,0,0,0,0
1986,13,38,3060,3.485721426,869,342,1578,1579,1654,1645,128,1440,1154.375,2.939019776,2.534026106,3.198106999,3.19838213,3.218535505,3.216165902,2.10720997,3.158362492,5,7,0.698970004,0.84509804,3,3,0.477121255,0.477121255,0,0,0,0,3,17,0.477121255,1.230448921,0,0,0,0,2,3,0.301029996,0.477121255
1987,13,38,1327,3.122870923,349,1745,2416,2394,1998,1975,1124,1863,1733,2.542825427,3.241795431,3.38309693,3.379124146,3.300595484,3.2955671,3.050766311,3.270212855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,13,38,357,2.552668216,1397,508,1929,1933,983,1008,1999,794,1318.875,3.145196406,2.705863712,3.285332228,3.286231854,2.992553518,3.003460532,3.300812794,2.899820502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,13,38,1482,3.170848204,1172,519,262,293,595,567,533,1523,683,3.068927612,2.715167358,2.418301291,2.46686762,2.774516966,2.753583059,2.726727209,3.182699903,6,15,0.77815125,1.176091259,4,5,0.602059991,0.698970004,1,1,0,0,9,30,0.954242509,1.477121255,2,2,0.301029996,0.301029996,2,13,0.301029996,1.113943352
1990,13,38,1886,3.275541688,1706,493,1245,1226,788,1031,1441,1742,1209,3.231979027,2.692846919,3.095169351,3.08849047,2.896526217,3.013258665,3.158663981,3.241048151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,13,38,1714,3.234010818,1188,1652,2347,2349,1273,718,993,1948,1558.5,3.074816441,3.218010043,3.37051309,3.370883017,3.104828404,2.856124444,2.996949248,3.289588953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,13,38,1886,3.275541688,1171,829,824,818,1171,1486,780,1039,1014.75,3.068556895,2.918554531,2.915927212,2.912753304,3.068556895,3.172018809,2.892094603,3.016615548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,13,38,1271,3.104145551,684,1261,1667,1672,650,714,1330,438,1052,2.835056102,3.100715087,3.2219356,3.223236273,2.812913357,2.853698212,3.123851641,2.641474111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,13,38,1692,3.228400359,1652,2020,1963,1966,621,542,470,1817,1381.375,3.218010043,3.305351369,3.2929203,3.293583513,2.7930916,2.733999287,2.672097858,3.259354927,18,143,1.255272505,2.155336037,24,27,1.380211242,1.431363764,3,3,0.477121255,0.477121255,6,8,0.77815125,0.903089987,8,9,0.903089987,0.954242509,20,25,1.301029996,1.397940009
1995,13,38,3342,3.524006446,828,426,1406,1395,2197,1845,1086,1117,1287.5,2.918030337,2.629409599,3.147985321,3.144574208,3.341830057,3.26599637,3.035829825,3.048053173,15,150,1.176091259,2.176091259,10,21,1,1.322219295,2,2,0.301029996,0.301029996,1,1,0,0,9,10,0.954242509,1,9,16,0.954242509,1.204119983
1996,13,38,3061,3.48586333,1391,1263,2021,2025,410,1197,2173,549,1378.625,3.14332713,3.101403351,3.305566314,3.306425028,2.612783857,3.07809415,3.337059726,2.739572344,15,188,1.176091259,2.274157849,11,14,1.041392685,1.146128036,4,4,0.602059991,0.602059991,7,62,0.84509804,1.792391689,8,8,0.903089987,0.903089987,4,8,0.602059991,0.903089987
1997,13,38,2987,3.475235223,1393,1036,886,912,706,1811,1148,1556,1181,3.143951116,3.015359755,2.947433722,2.959994838,2.848804701,3.25791845,3.059941888,3.192009593,19,149,1.278753601,2.173186268,9,17,0.954242509,1.230448921,3,3,0.477121255,0.477121255,6,36,0.77815125,1.556302501,11,15,1.041392685,1.176091259,21,50,1.322219295,1.698970004
